Date,Title,Company,URL,Deadline,Location,Experience,Requirement,Job Type
2024-03-27,온라인MD AMD 네이버쇼핑 오픈마켓 공구마켓 폐쇄물 /성과급추가,(주)코코스랩,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47872561&location=ts&searchword=%EC%98%A8%EB%9D%BC%EC%9D%B8MD&searchType=search&paid_fl=n&search_uuid=fcd66f1a-447f-4a46-ac71-c07024727fc2,상시채용,경기 고양시 일산동구,경력,학력무관,정규직·계약직
2024-03-27,[온라인MD/AMD] 언더웨어/의류 쇼핑몰 신입&경력 채용,(주)지담,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47792353&location=ts&searchword=%EC%98%A8%EB%9D%BC%EC%9D%B8MD&searchType=search&paid_fl=n&search_uuid=fcd66f1a-447f-4a46-ac71-c07024727fc2,~ 04/14(일),인천 서구,경력무관,학력무관,정규직
2024-03-27,[국가공인 벤처기업] 온라인MD 채용 공고(화장품/유아동/세제),(주)해피테일즈,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47658022&location=ts&searchword=%EC%98%A8%EB%9D%BC%EC%9D%B8MD&searchType=search&paid_fl=n&search_uuid=fcd66f1a-447f-4a46-ac71-c07024727fc2,오늘마감,서울 서초구,경력무관,고졸↑,정규직
2024-03-27,온라인MD 경력자 모집,(주)서도엠앤디,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47859413&location=ts&searchword=%EC%98%A8%EB%9D%BC%EC%9D%B8MD&searchType=search&paid_fl=n&search_uuid=fcd66f1a-447f-4a46-ac71-c07024727fc2,~ 04/01(월),서울 송파구,경력무관,초대졸↑,정규직
2024-03-27,주식회사 온도 온라인MD (식품MD / 경력) 정규직 모집공고,(주)온도,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47838126&location=ts&searchword=%EC%98%A8%EB%9D%BC%EC%9D%B8MD&searchType=search&paid_fl=n&search_uuid=fcd66f1a-447f-4a46-ac71-c07024727fc2,채용시,서울 강남구,신입·경력,초대졸↑,정규직
2024-03-27,[레이첼콕스&렉켄] 슈즈 브랜드 온라인MD/비쥬얼디렉터 채용,(주)스타웍스컴퍼니,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47765580&location=ts&searchword=%EC%98%A8%EB%9D%BC%EC%9D%B8MD&searchType=search&paid_fl=n&search_uuid=fcd66f1a-447f-4a46-ac71-c07024727fc2,~ 04/10(수),서울 성동구,경력,초대졸↑,정규직
2024-03-27,문구제조사 (주)한국화이트산업 거래처영업/온라인MD 담당자모집,(주)한국화이트산업,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47801767&location=ts&searchword=%EC%98%A8%EB%9D%BC%EC%9D%B8MD&searchType=search&paid_fl=n&search_uuid=fcd66f1a-447f-4a46-ac71-c07024727fc2,~ 04/17(수),경기 고양시 일산서구,경력무관,초대졸↑,정규직
2024-03-27,가정용가구 온라인MD/오픈마켓/종합몰 영업 모집,(주)마켓리더,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47552291&location=ts&searchword=%EC%98%A8%EB%9D%BC%EC%9D%B8MD&searchType=search&paid_fl=n&search_uuid=fcd66f1a-447f-4a46-ac71-c07024727fc2,상시채용,서울 송파구,경력무관,학력무관,정규직
2024-03-27,[홀인원마켓] 상품기획팀 온라인MD 경력자/인턴 채용,(주)벨리버튼,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47757754&location=ts&searchword=%EC%98%A8%EB%9D%BC%EC%9D%B8MD&searchType=search&paid_fl=n&search_uuid=fcd66f1a-447f-4a46-ac71-c07024727fc2,~ 04/11(목),서울 구로구,경력무관,대졸↑,정규직
2024-03-27,[엔씨네이처(주)]온라인MD 모집,엔씨네이처(주),http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47870548&location=ts&searchword=%EC%98%A8%EB%9D%BC%EC%9D%B8MD&searchType=search&paid_fl=n&search_uuid=fcd66f1a-447f-4a46-ac71-c07024727fc2,~ 04/26(금),서울 도봉구,경력무관,학력무관,정규직
